time,lat,long
14/06/2021 11:12:15,26.8813103,88.8022123
14/06/2021 11:12:15,26.8813103,88.8022123
14/06/2021 11:12:16,26.8813103,88.8022123
14/06/2021 11:12:16,26.8813103,88.8022123
14/06/2021 11:12:17,26.8812253,88.8041554
14/06/2021 11:12:17,26.8812253,88.8041554
14/06/2021 11:12:18,26.8812155,88.8041484
14/06/2021 11:12:18,26.8812155,88.8041484
14/06/2021 11:12:19,26.8812165,88.8041543
14/06/2021 11:12:19,26.8812167,88.8041555
14/06/2021 11:12:20,26.8812143,88.8041508
14/06/2021 11:12:20,26.8812143,88.8041508
14/06/2021 11:12:21,26.8812134,88.8041507
14/06/2021 11:12:21,26.8812134,88.8041507
14/06/2021 11:12:22,26.8812124,88.804151
14/06/2021 11:12:22,26.8812124,88.804151
14/06/2021 11:12:23,26.8812048,88.8041523
14/06/2021 11:12:23,26.8812048,88.8041523
14/06/2021 11:12:24,26.8812038,88.8041498
14/06/2021 11:12:24,26.8812038,88.8041498
14/06/2021 11:12:25,26.8812083,88.8041451
14/06/2021 11:12:25,26.8812083,88.8041451
14/06/2021 11:12:26,26.8812094,88.8041414
14/06/2021 11:12:26,26.8812094,88.8041414
14/06/2021 11:12:27,26.8812066,88.804144
14/06/2021 11:12:27,26.8812066,88.804144
14/06/2021 11:12:28,26.8812029,88.8041494
14/06/2021 11:12:28,26.8812029,88.8041494
14/06/2021 11:12:29,26.8811996,88.8041514
14/06/2021 11:12:29,26.8811996,88.8041514
14/06/2021 11:12:30,26.881198,88.804149
14/06/2021 11:12:30,26.881198,88.804149
14/06/2021 11:12:31,26.8811948,88.8041435
14/06/2021 11:12:31,26.8811948,88.8041435
14/06/2021 11:12:32,26.8811929,88.8041413
14/06/2021 11:12:32,26.8811929,88.8041413
14/06/2021 11:12:33,26.8811918,88.8041401
14/06/2021 11:12:33,26.8811918,88.8041401
14/06/2021 11:12:34,26.8811923,88.8041413
14/06/2021 11:12:34,26.8811923,88.8041413
14/06/2021 11:12:35,26.8811929,88.8041425
14/06/2021 11:12:35,26.8811929,88.8041425
14/06/2021 11:12:36,26.8811933,88.8041434
14/06/2021 11:12:36,26.8811933,88.8041434
14/06/2021 11:12:37,26.8811939,88.8041439
14/06/2021 11:12:37,26.8811939,88.8041439
14/06/2021 11:12:38,26.8811953,88.8041446
14/06/2021 11:12:38,26.8811953,88.8041446
14/06/2021 11:12:39,26.8811964,88.8041455
14/06/2021 11:12:39,26.8811964,88.8041455
14/06/2021 11:12:40,26.8811981,88.8041465
14/06/2021 11:12:40,26.8811981,88.8041465
14/06/2021 11:12:41,26.8811983,88.8041439
14/06/2021 11:12:41,26.8811983,88.8041439
14/06/2021 11:12:42,26.8811985,88.8041429
14/06/2021 11:12:42,26.8811985,88.8041429
14/06/2021 11:12:43,26.8811989,88.8041429
14/06/2021 11:12:43,26.8811989,88.8041429
14/06/2021 11:12:44,26.8811995,88.8041448
14/06/2021 11:12:44,26.8811995,88.8041448
14/06/2021 11:12:45,26.8812013,88.8041505
14/06/2021 11:12:45,26.8812013,88.8041505
14/06/2021 11:12:46,26.8812019,88.8041523
14/06/2021 11:12:46,26.8812019,88.8041523
14/06/2021 11:12:47,26.8812032,88.8041567
14/06/2021 11:12:47,26.8812032,88.8041567
14/06/2021 11:12:48,26.881205,88.8041634
14/06/2021 11:12:48,26.881205,88.8041634
14/06/2021 11:12:49,26.8812067,88.8041719
14/06/2021 11:12:49,26.8812067,88.8041719
14/06/2021 11:12:50,26.8812078,88.8041778
14/06/2021 11:12:50,26.8812078,88.8041778
14/06/2021 11:12:51,26.8812079,88.8041794
14/06/2021 11:12:51,26.8812079,88.8041794
14/06/2021 11:12:52,26.8812076,88.804179
14/06/2021 11:12:52,26.8812076,88.804179
14/06/2021 11:12:53,26.8812073,88.8041783
14/06/2021 11:12:53,26.8812073,88.8041783
14/06/2021 11:12:54,26.8812071,88.8041779
14/06/2021 11:12:54,26.8812071,88.8041779
14/06/2021 11:12:55,26.8812071,88.804178
14/06/2021 11:12:55,26.8812071,88.804178
14/06/2021 11:12:56,26.881207,88.8041783
14/06/2021 11:12:56,26.881207,88.8041783
14/06/2021 11:12:57,26.8812069,88.8041787
14/06/2021 11:12:57,26.8812069,88.8041787
14/06/2021 11:12:58,26.8812068,88.804179
14/06/2021 11:12:58,26.8812068,88.804179
14/06/2021 11:12:59,26.8812068,88.8041791
14/06/2021 11:12:59,26.8812068,88.8041791
14/06/2021 11:13:00,26.8812066,88.8041791
14/06/2021 11:13:00,26.8812066,88.8041791
14/06/2021 11:13:01,26.8812066,88.8041793
14/06/2021 11:13:01,26.8812066,88.8041793
14/06/2021 11:13:02,26.8812065,88.8041795
14/06/2021 11:13:02,26.8812065,88.8041795
14/06/2021 11:13:03,26.8812065,88.8041798
14/06/2021 11:13:03,26.8812065,88.8041798
14/06/2021 11:13:04,26.8812064,88.80418
14/06/2021 11:13:04,26.8812064,88.80418
14/06/2021 11:13:05,26.8812064,88.8041805
14/06/2021 11:13:05,26.8812064,88.8041805
14/06/2021 11:13:06,26.8812063,88.8041806
14/06/2021 11:13:06,26.8812063,88.8041806
14/06/2021 11:13:07,26.8812061,88.8041807
14/06/2021 11:13:07,26.8812061,88.8041807
14/06/2021 11:13:08,26.881206,88.8041806
14/06/2021 11:13:08,26.881206,88.8041806
14/06/2021 11:13:09,26.8812058,88.8041818
14/06/2021 11:13:09,26.8812058,88.8041818
14/06/2021 11:13:10,26.8812057,88.8041823
14/06/2021 11:13:10,26.8812057,88.8041823
14/06/2021 11:13:11,26.8812056,88.8041825
14/06/2021 11:13:11,26.8812056,88.8041825
14/06/2021 11:13:12,26.8812056,88.8041821
14/06/2021 11:13:12,26.8812056,88.8041821
14/06/2021 11:13:13,26.8812055,88.8041819
14/06/2021 11:13:13,26.8812055,88.8041819
14/06/2021 11:13:14,26.8812054,88.8041821
14/06/2021 11:13:14,26.8812054,88.8041821
