time,x,y,z
14/06/2021 12:00:39,-1.6396136474609375,2.3307696533203126,10.678797607421876
14/06/2021 12:00:39,-0.5793546788832721,2.835688273111979,8.388381060431986
14/06/2021 12:00:40,-3.1923974609375,4.803980407714843,8.079364929199219
14/06/2021 12:00:40,-3.854809929342831,4.550592459884345,7.951417212392769
14/06/2021 12:00:41,-0.6624345966413909,4.894841212852328,8.430307425704656
14/06/2021 12:00:41,-2.649007568359375,4.872166748046875,8.223590698242187
14/06/2021 12:00:42,-3.5724887084960937,4.642467346191406,8.147986450195312
14/06/2021 12:00:42,-1.8965472412109374,1.8501568603515626,8.906756591796874
14/06/2021 12:00:43,-0.5976565551757812,-1.4619805908203125,10.385128479003907
14/06/2021 12:00:43,-3.6682684326171877,-4.3683013916015625,8.003803405761719
14/06/2021 12:00:44,-5.94466064453125,-7.575719909667969,3.3065277099609376
14/06/2021 12:00:44,-2.8770318603515626,-7.117229614257813,1.49684326171875
14/06/2021 12:00:45,2.2437820434570312,-11.218304748535155,-0.256478271484375
14/06/2021 12:00:45,1.1010948629940258,-10.0316910089231,-0.45016539330575983
14/06/2021 12:00:46,0.8574432373046875,-9.33301513671875,-0.453857421875
14/06/2021 12:00:46,0.9683329264322916,-9.630592196595435,-0.7896728515625
14/06/2021 12:00:47,0.7021072387695313,-10.907538146972657,0.0335064697265625
14/06/2021 12:00:47,0.7256269267961091,-9.566370646158854,-0.7279872520297181
14/06/2021 12:00:48,-0.13309374042585784,-9.88052697275199,-1.5790088129978554
14/06/2021 12:00:48,-0.5374066162109375,-9.417243041992187,1.886669921875
14/06/2021 12:00:49,-0.08606292724609375,-9.956465454101563,-0.6783383178710938
14/06/2021 12:00:49,-1.0491805731081496,-10.963645785462623,-0.6593520220588235
14/06/2021 12:00:50,-0.8606486600988051,-9.432953778435202,-0.7360612457873774
14/06/2021 12:00:50,2.116505126953125,-9.250271606445313,-1.929739990234375
14/06/2021 12:00:51,0.9404593075022978,-9.80630912032782,-0.004417569029564951
14/06/2021 12:00:51,0.600018310546875,-9.406277160644532,1.1074505615234376
14/06/2021 12:00:52,1.4587835693359374,-10.064061279296874,-1.0755322265625
14/06/2021 12:00:52,-0.43819091796875,-10.283849487304687,-0.3458746337890625
14/06/2021 12:00:53,-0.4516946411132812,-9.728107299804687,-0.2917669677734375
14/06/2021 12:00:53,0.2975823974609375,-9.849684143066407,-0.8957302856445313
14/06/2021 12:00:54,-0.44706277286305146,-11.150393916111366,0.5985897288602942
14/06/2021 12:00:54,-0.9085337320963541,-9.230432248583027,-0.49213364545036764
14/06/2021 12:00:55,-0.9613833618164063,-9.82114532470703,-1.0419686889648438
14/06/2021 12:00:55,-0.45739028033088236,-9.73246316348805,-0.25956785912607233
14/06/2021 12:00:56,0.053654689414828434,-9.977141436408548,-0.31853170955882354
14/06/2021 12:00:56,-0.033663581399356615,-10.17008523380055,-0.33045510684742646
14/06/2021 12:00:57,2.1559744262695313,-8.927389526367188,2.0049432373046874
14/06/2021 12:00:57,4.195821533203125,-8.308679504394531,0.6851126098632813
14/06/2021 12:00:58,6.18947795793122,-7.433653887580423,0.31823311600030635
14/06/2021 12:00:58,6.1160671997070315,-6.677556762695312,0.030155029296875
14/06/2021 12:00:59,1.7849697875976562,-10.453453369140625,0.449765625
14/06/2021 12:00:59,-2.5465374755859376,-10.24884521484375,1.1836810302734375
14/06/2021 12:01:00,2.0109698486328127,-7.6435693359375,4.437401123046875
14/06/2021 12:01:00,0.36058223948759194,1.411747651941636,8.541986502853094
14/06/2021 12:01:01,-1.1520455932617188,7.477297058105469,6.501350402832031
14/06/2021 12:01:01,-1.1316592407226562,6.924955139160156,6.824803466796875
14/06/2021 12:01:02,-1.8451318359375,6.401007080078125,6.558856201171875
14/06/2021 12:01:02,-1.847624236462163,5.891158459233303,7.885881910137102
14/06/2021 12:01:03,-2.1748492431640627,6.152442932128906,7.827068176269531
14/06/2021 12:01:03,-2.4944281005859374,5.02257080078125,7.916420288085938
14/06/2021 12:01:04,-0.6892108154296875,5.579031066894531,7.847413940429687
14/06/2021 12:01:04,-1.8557906805300246,5.139849793677237,8.60151283413756
14/06/2021 12:01:05,-1.3638009643554687,4.082750244140625,8.432366638183593
14/06/2021 12:01:05,-0.5903668212890625,3.6595977783203124,8.94697998046875
14/06/2021 12:01:06,-0.8084414672851562,4.455001220703125,8.958323669433593
14/06/2021 12:01:06,-0.9219596713196998,3.810268327301624,7.535576913871017
14/06/2021 12:01:07,-0.60235595703125,4.665231742110907,9.550836600509344
14/06/2021 12:01:07,-0.4802054610906863,4.275868733723958,9.232642977845435
14/06/2021 12:01:08,-1.36982177734375,3.67061279296875,7.893243713378906
14/06/2021 12:01:08,-0.5420162963867188,4.061776123046875,9.05083709716797
14/06/2021 12:01:09,-1.108836894132653,4.688253597337372,9.846945626395089
14/06/2021 12:01:09,-0.9445866603477329,4.79442611395144,8.222008200252757
14/06/2021 12:01:10,-0.73920166015625,4.123356323242188,7.249247131347656
14/06/2021 12:01:10,-0.8297421202367666,4.175210446727519,8.624143639389349
14/06/2021 12:01:11,-1.0393224977979474,4.541110169653799,8.816521438897825
14/06/2021 12:01:11,-1.6437889547909008,4.201978197284773,9.769790051030178
14/06/2021 12:01:12,-0.926524658203125,2.75234130859375,9.71240234375
14/06/2021 12:01:12,-0.6122155283011642,3.6309368657130823,8.038828831092983
14/06/2021 12:01:13,-1.5504537963867187,3.6166473388671876,9.173131408691406
14/06/2021 12:01:13,-1.1541505701401655,4.0203956155216,9.330852433746935
