ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-1.852508,3.387756,8.952103,0.828461,-0.170685,-0.78653,14.4409,15.6982,-54.8462,26.881195,88.8045,125.5212,NaN,0.0,25.728,,17 / 31,242512,2021-06-14 12:04:39:014
-1.20607,4.948776,8.937729,-0.158951,0.438461,0.231171,16.8152,13.298,-54.538,26.881195,88.8045,125.5212,NaN,0.0,25.728,,17 / 31,243012,2021-06-14 12:04:39:514
-1.871658,5.834641,8.415802,-0.296814,-0.051117,0.369644,24.9939,11.8774,-51.8616,26.881195,88.8045,125.5212,NaN,0.0,25.728,,17 / 31,243513,2021-06-14 12:04:40:015
-1.613083,5.566483,7.946533,-0.181229,0.054611,-0.350296,21.3013,9.4604,-53.1158,26.881195,88.8045,125.5212,NaN,0.0,25.728,,17 / 31,244012,2021-06-14 12:04:40:514
-1.507736,6.299118,8.54509,2.29E-4,0.216095,0.221664,20.5093,8.4946,-53.598,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,244513,2021-06-14 12:04:41:015
-1.301834,4.96315,7.199539,-0.087845,-0.072678,0.116119,25.2594,8.5083,-49.2279,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,245013,2021-06-14 12:04:41:515
-1.368881,5.590424,9.191513,-0.021973,-0.659912,-0.79007,14.9689,10.1639,-53.8315,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,245512,2021-06-14 12:04:42:014
-1.18692,5.255234,7.697541,0.038483,0.160263,-0.142838,0.4578,14.4562,-56.572,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,246012,2021-06-14 12:04:42:514
-2.010529,4.723725,7.482056,-0.175095,0.50177,0.554108,9.4284,12.796,-55.7419,26.881195,88.8045,125.5212,NaN,0.0,25.728,,13 / 31,246513,2021-06-14 12:04:43:015
-0.976227,6.141098,8.463684,-0.015396,-0.083771,0.259125,10.2203,8.4671,-51.3382,26.881195,88.8045,125.5212,NaN,0.0,25.728,,13 / 31,247013,2021-06-14 12:04:43:515
-0.899612,5.394104,9.162796,-0.28421,0.039261,-0.026093,17.8711,13.7833,-47.3465,26.881195,88.8045,125.5212,NaN,0.0,25.728,,12 / 31,247512,2021-06-14 12:04:44:014
-2.910736,4.503464,7.908234,0.286423,-0.812149,-0.901215,10.7468,17.3737,-53.2394,26.881195,88.8045,125.5212,NaN,0.0,25.728,,12 / 31,248012,2021-06-14 12:04:44:514
-2.642593,5.978287,9.440521,-0.129822,-0.323196,-0.78714,-4.2908,17.0914,-51.7639,26.881195,88.8045,125.5212,NaN,0.0,25.728,,11 / 31,248512,2021-06-14 12:04:45:014
-3.212417,4.915268,10.709442,-0.074615,0.381653,-0.186951,-14.8437,11.2854,-53.1418,26.881195,88.8045,125.5212,NaN,0.0,25.728,,11 / 31,249014,2021-06-14 12:04:45:516
-0.990601,5.882523,8.2099,0.148834,0.124924,0.246521,-11.4151,16.5894,-50.3906,26.881195,88.8045,125.5212,NaN,0.0,25.728,,12 / 31,249514,2021-06-14 12:04:46:016
-1.388031,4.460358,8.473251,0.170578,0.361588,0.152069,-6.929,15.6387,-55.0201,26.881195,88.8045,125.5212,NaN,0.0,25.728,,12 / 31,250013,2021-06-14 12:04:46:515
-2.154175,4.762039,8.36792,-0.115723,-0.060608,-0.403732,-10.8871,14.6652,-52.0035,26.881195,88.8045,125.5212,NaN,0.0,25.728,,13 / 31,250512,2021-06-14 12:04:47:014
-1.809418,5.307907,7.989624,0.044785,0.13736,-0.1353,-13.7878,10.3256,-52.2919,26.881195,88.8045,125.5212,NaN,0.0,25.728,,13 / 31,251014,2021-06-14 12:04:47:516
-3.724777,4.364594,7.568253,-0.155655,0.51268,0.849731,-4.8187,13.9603,-55.8899,26.881195,88.8045,125.5212,NaN,0.0,25.728,,14 / 31,251513,2021-06-14 12:04:48:015
-1.957855,5.729294,8.999985,0.061203,0.14241,0.626465,1.7761,17.8299,-53.36,26.881195,88.8045,125.5212,NaN,0.0,25.728,,14 / 31,252013,2021-06-14 12:04:48:515
0.613525,4.527405,7.075043,0.086151,0.530167,0.17897,11.0107,16.1697,-51.4725,26.881195,88.8045,125.5212,NaN,0.0,25.728,,13 / 31,252512,2021-06-14 12:04:49:014
-3.710403,2.837097,8.300873,-0.501343,-0.139877,-1.105209,9.1629,23.1445,-48.4024,26.881195,88.8045,125.5212,NaN,0.0,25.728,,13 / 31,253013,2021-06-14 12:04:49:515
-3.231567,6.284745,9.77092,-0.279312,0.041397,0.129166,10.4828,15.4465,-51.9501,26.881195,88.8045,125.5212,NaN,0.0,25.728,,12 / 31,253513,2021-06-14 12:04:50:015
-4.759063,4.422058,11.911331,0.148834,-0.10144,-0.740005,13.9145,10.1624,-50.47,26.881195,88.8045,125.5212,NaN,0.0,25.728,,12 / 31,254013,2021-06-14 12:04:50:515
-0.928345,8.037308,6.131729,0.57663,0.692444,0.709381,16.0263,-1.6251,-51.6785,26.881195,88.8045,125.5212,NaN,0.0,25.728,,14 / 31,254513,2021-06-14 12:04:51:015
-0.396835,7.678177,5.336853,-0.448334,-0.025009,-0.106537,27.3712,-4.2419,-45.2133,26.881195,88.8045,125.5212,NaN,0.0,25.728,,14 / 31,255013,2021-06-14 12:04:51:515
-1.8573,6.160248,8.76535,-0.0186,-0.967148,-0.562103,19.7189,6.0867,-51.3092,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,255513,2021-06-14 12:04:52:015
-2.101501,5.623947,6.893082,-0.266724,0.170914,0.04483,20.2454,9.2163,-50.7278,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,256012,2021-06-14 12:04:52:514
-1.36409,5.207352,7.889069,-0.043991,-0.011429,0.009674,27.6321,12.3657,-47.4335,26.881195,88.8045,125.5212,NaN,0.0,25.728,,14 / 31,256512,2021-06-14 12:04:53:014
-2.139816,5.006241,7.802887,0.427841,-1.373718,-1.743393,7.3166,23.8617,-49.3515,26.881195,88.8045,125.5212,NaN,0.0,25.728,,14 / 31,257012,2021-06-14 12:04:53:514
-0.799057,5.365372,7.458115,0.20546,-1.097107,-1.114273,-29.8813,4.5044,-39.9506,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 31,257513,2021-06-14 12:04:54:015
-1.196487,3.291992,9.521927,-0.432358,-0.539185,-0.924835,-36.7386,-6.3446,-34.2728,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 31,258013,2021-06-14 12:04:54:515
-3.174103,2.861038,10.082169,-0.110123,0.667328,-0.910187,-29.8782,-17.3965,-38.3194,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 31,258513,2021-06-14 12:04:55:015
-4.083908,2.822724,8.03273,0.015671,-0.918686,-0.794861,-15.6281,-36.8515,-31.575,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 31,259012,2021-06-14 12:04:55:514
-4.016861,4.441208,7.865128,-0.602814,0.117645,-1.000015,-0.589,-40.9012,-31.8207,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,259512,2021-06-14 12:04:56:014
-3.063965,3.100464,8.420593,0.487579,0.553253,0.370621,-5.6015,-41.3956,-25.5249,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,260012,2021-06-14 12:04:56:514
-2.264313,6.988648,8.832382,0.146881,-0.223068,-0.611908,-7.1838,-41.4001,-25.293,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 31,260512,2021-06-14 12:04:57:014
-2.819763,3.742111,6.691971,0.432282,-0.441437,-0.672272,5.2155,-44.7357,-21.0556,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 31,261013,2021-06-14 12:04:57:515
0.206512,5.020615,9.368683,0.147583,-0.826889,0.270752,2.3132,-44.0216,-20.668,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 31,261514,2021-06-14 12:04:58:016
-1.435913,5.963928,7.156449,0.157791,0.228439,-0.294815,7.0618,-43.0466,-19.4962,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 31,262013,2021-06-14 12:04:58:515
-0.530899,4.177841,9.943298,-0.180969,0.525116,-0.450516,16.5604,-40.8539,-24.2813,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 30,262512,2021-06-14 12:04:59:014
-3.97377,4.910477,9.756546,0.028625,0.773148,0.748261,12.0758,-44.2352,-27.0309,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 30,263014,2021-06-14 12:04:59:516
-3.040024,4.058136,9.339966,-0.774841,0.131409,-0.369568,-0.061,-46.9162,-19.5862,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,263513,2021-06-14 12:05:00:015
-2.853287,2.616837,9.210678,-0.087479,-0.653336,-0.598495,9.4376,-44.0018,-24.4919,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,264013,2021-06-14 12:05:00:515
-2.417541,5.082855,10.302429,-0.731445,0.348099,-0.511246,15.5045,-41.5787,-25.3571,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,264513,2021-06-14 12:05:01:015
-2.479782,2.956802,12.79718,-1.171829,-0.02919,-0.532013,11.2839,-43.7561,-22.6929,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,265013,2021-06-14 12:05:01:515
-2.599502,4.517823,10.546631,0.1633,-0.753204,-0.693573,19.989,-40.3625,-24.2722,26.881195,88.8045,125.5212,NaN,0.0,25.728,,13 / 31,265512,2021-06-14 12:05:02:014
-2.441482,4.316712,7.328827,-0.532593,0.067139,-0.011459,24.7375,-34.5734,-25.4227,26.881195,88.8045,125.5212,NaN,0.0,25.728,,13 / 31,266012,2021-06-14 12:05:02:514
-2.776672,2.746109,10.244965,0.30365,0.694489,0.370712,17.3508,-37.2406,-26.7715,26.881195,88.8045,125.5212,NaN,0.0,25.728,,13 / 31,266512,2021-06-14 12:05:03:014
-0.478241,4.704575,13.544174,0.467438,0.311707,0.734238,8.3817,-43.7637,-23.703,26.881195,88.8045,125.5212,NaN,0.0,25.728,,13 / 31,267013,2021-06-14 12:05:03:515
-2.25473,4.934418,9.287292,-0.771301,0.674332,0.516388,-4.5456,-44.281,-23.3398,26.881195,88.8045,125.5212,NaN,0.0,25.728,,14 / 31,267514,2021-06-14 12:05:04:016
-2.714416,3.828293,7.601776,-0.092636,-0.218796,-0.114426,-14.5721,-40.9393,-24.1272,26.881195,88.8045,125.5212,NaN,0.0,25.728,,14 / 31,268013,2021-06-14 12:05:04:515
-1.301834,3.995896,11.035049,-0.303192,-0.360931,-0.78128,-9.8236,-41.4078,-30.8151,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,268512,2021-06-14 12:05:05:014
-1.531677,2.683869,8.497208,-0.49353,0.850113,-0.29393,-4.5456,-44.281,-25.8713,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,269013,2021-06-14 12:05:05:515
-0.765533,4.015045,10.9776,0.581238,0.384323,0.59256,-6.9199,-43.5654,-24.8856,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 31,269512,2021-06-14 12:05:06:014
-1.220444,3.809143,6.811676,-0.371017,-0.212326,0.085663,-10.0861,-42.6117,-26.6098,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 31,270013,2021-06-14 12:05:06:515
0.345367,2.2146,8.463684,1.230255,0.024429,0.567703,-15.1001,-40.9409,-27.2568,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 31,270513,2021-06-14 12:05:07:015
-0.171783,4.355026,8.157227,-0.031113,0.356979,0.401611,-21.9589,-38.3133,-24.8413,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 31,271012,2021-06-14 12:05:07:514
1.485016,3.880966,8.7845,-0.470535,-0.311829,0.17009,-31.7215,-31.842,-23.0682,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 31,271514,2021-06-14 12:05:08:016
0.680557,2.23375,12.835495,-0.467255,0.824631,-0.366898,-32.515,-25.3464,-28.8467,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 31,272012,2021-06-14 12:05:08:514
-1.148605,4.278412,4.451004,0.861221,0.349442,-0.933258,-14.8361,-40.2191,-29.3564,26.881195,88.8045,125.5212,NaN,0.0,25.728,,17 / 31,272513,2021-06-14 12:05:09:015
-1.052841,3.727738,6.131729,0.740051,-0.733414,-0.826111,2.3132,-45.7062,-22.9187,26.881195,88.8045,125.5212,NaN,0.0,25.728,,17 / 31,273012,2021-06-14 12:05:09:514
-0.506958,5.240875,7.73584,0.365173,0.385834,0.259476,5.7434,-44.4931,-28.598,26.881195,88.8045,125.5212,NaN,0.0,25.728,,17 / 31,273512,2021-06-14 12:05:10:014
0.010178,5.528183,10.249756,-0.855545,-0.144852,0.344162,-2.9633,-43.074,-27.3163,26.881195,88.8045,125.5212,NaN,0.0,25.728,,17 / 31,274012,2021-06-14 12:05:10:514
-2.369659,3.019058,7.999207,-0.302841,0.810333,0.178879,3.1052,-44.7418,-28.511,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 31,274512,2021-06-14 12:05:11:014
-1.622665,4.498673,9.248978,-0.40564,-0.274811,-0.460281,3.8971,-45.2209,-29.8111,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 31,275013,2021-06-14 12:05:11:515
-1.708847,3.876175,6.964905,-0.498672,0.598709,-0.473419,7.0633,-46.4157,-28.5538,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,275513,2021-06-14 12:05:12:015
-2.158966,2.70781,10.479599,0.515808,0.686142,0.536545,4.1611,-47.3862,-31.9351,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,276012,2021-06-14 12:05:12:514
-0.736801,5.063706,8.44931,-0.153259,-0.23558,0.074295,-5.072,-50.7812,-27.4094,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,276512,2021-06-14 12:05:13:014
0.096375,2.659927,9.881042,0.097427,0.246628,-0.806671,7.8552,-49.3011,-29.9591,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,277013,2021-06-14 12:05:13:515
-1.392822,2.961594,7.798096,0.373154,-0.013824,0.125427,9.4376,-48.8159,-28.2455,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,277513,2021-06-14 12:05:14:015
-0.396835,5.054123,8.937729,-0.209106,-0.155594,-0.324646,11.0199,-47.8485,-29.6494,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,278012,2021-06-14 12:05:14:514
0.872101,3.464371,9.665573,0.349991,-0.653778,-0.970551,28.4317,-38.414,-32.2372,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,278512,2021-06-14 12:05:15:014
-2.101501,4.556137,8.966461,0.140213,-0.037521,-0.513107,41.6214,-20.5673,-32.4097,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,279013,2021-06-14 12:05:15:515
-1.268326,3.75647,7.826828,-0.01593,0.100067,-0.323853,42.9398,-15.7501,-33.9966,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,279512,2021-06-14 12:05:16:014
-1.273102,3.028626,10.48439,0.532776,-0.20459,0.217575,42.1463,-6.1264,-37.7655,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,280013,2021-06-14 12:05:16:515
-1.033691,4.857804,8.94252,-0.23671,0.009872,-0.247498,40.2985,-1.0773,-39.9429,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,280512,2021-06-14 12:05:17:014
-2.27388,3.450012,8.525925,-0.042923,0.347748,0.605072,39.2441,-9.0225,-37.2818,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,281013,2021-06-14 12:05:17:515
-0.583572,4.853012,9.095749,0.051086,-0.005127,-0.354385,34.4971,-17.4591,-34.6771,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 31,281513,2021-06-14 12:05:18:015
-2.125442,5.039765,8.267365,-0.204224,0.230118,0.269867,35.2875,-14.8087,-34.9808,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 31,282013,2021-06-14 12:05:18:515
-1.464645,4.125183,8.798874,-0.114822,0.25853,0.578079,32.9147,-26.8494,-26.2985,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 31,282512,2021-06-14 12:05:19:014
-1.354507,5.068497,9.766129,-0.145096,-0.343521,-1.19043,32.6523,-28.775,-25.0092,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 31,283013,2021-06-14 12:05:19:515
-1.756744,5.260025,7.817246,-0.058105,-0.36412,-0.379684,38.9816,-11.4288,-31.3568,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 30,283513,2021-06-14 12:05:20:015
-1.239593,4.441208,9.181946,0.191437,0.082581,-0.136795,39.5081,-9.9838,-30.9998,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 30,284013,2021-06-14 12:05:20:515
-1.110306,5.00145,8.569031,-0.085526,-0.69577,-0.724823,37.1323,-2.5299,-41.2659,26.881195,88.8045,125.5212,NaN,0.0,25.728,,17 / 31,284512,2021-06-14 12:05:21:014
-0.013763,3.488312,7.046311,0.311279,-0.590668,-0.510437,24.7314,7.0633,-50.5981,26.881195,88.8045,125.5212,NaN,0.0,25.728,,17 / 31,285013,2021-06-14 12:05:21:515
-1.019318,5.12117,8.856339,0.346436,0.156357,-0.075989,16.2872,17.3889,-50.7568,26.881195,88.8045,125.5212,NaN,0.0,25.728,,20 / 31,285513,2021-06-14 12:05:22:015
-1.335358,4.838654,8.669586,0.14119,-0.062744,-0.077225,13.385,16.8991,-51.181,26.881195,88.8045,125.5212,NaN,0.0,25.728,,20 / 31,286012,2021-06-14 12:05:22:514
-2.163757,5.89209,7.65445,0.243988,-0.493378,-0.585983,1.2497,16.1438,-53.1708,26.881195,88.8045,125.5212,NaN,0.0,25.728,,20 / 31,286512,2021-06-14 12:05:23:014
-1.593933,5.006241,9.062225,-0.313492,-0.035217,-0.548355,-11.4151,17.0715,-49.4583,26.881195,88.8045,125.5212,NaN,0.0,25.728,,20 / 31,287013,2021-06-14 12:05:23:515
-2.302612,3.06694,7.33841,0.631393,0.038193,-0.580399,-15.3717,13.2095,-53.5553,26.881195,88.8045,125.5212,NaN,0.0,25.728,,19 / 31,287512,2021-06-14 12:05:24:014
-2.101501,4.575287,9.359116,0.103027,-0.909454,-1.595505,-23.5489,0.6714,-49.3439,26.881195,88.8045,125.5212,NaN,0.0,25.728,,19 / 31,288013,2021-06-14 12:05:24:515
-1.191711,3.330307,8.2099,0.041412,-0.49826,-1.127319,-25.3906,-29.1763,-35.0647,26.881195,88.8045,125.5212,NaN,0.0,25.728,,19 / 31,288513,2021-06-14 12:05:25:015
-2.585129,4.340653,7.788513,-0.06955,-1.101105,0.223526,-22.7524,-33.5022,-31.8588,26.881195,88.8045,125.5212,NaN,0.0,25.728,,19 / 31,289013,2021-06-14 12:05:25:515
-0.114319,4.038986,9.287292,-0.070267,-0.21756,-0.332809,-14.3082,-39.0137,-34.5291,26.881195,88.8045,125.5212,NaN,0.0,25.728,,19 / 31,289513,2021-06-14 12:05:26:015
-1.895599,4.321503,8.96167,0.073898,0.265366,0.521454,-21.1685,-36.3846,-35.1517,26.881195,88.8045,125.5212,NaN,0.0,25.728,,19 / 31,290013,2021-06-14 12:05:26:515
-2.230789,3.938431,9.483612,0.31395,0.285507,0.392014,-23.5428,-35.91,-36.6562,26.881195,88.8045,125.5212,NaN,0.0,25.728,,19 / 31,290513,2021-06-14 12:05:27:015
-1.004959,5.657471,8.257782,-0.167816,-0.068863,-0.202042,-31.9855,-32.3242,-32.1457,26.881195,88.8045,125.5212,NaN,0.0,25.728,,19 / 31,291013,2021-06-14 12:05:27:515
0.096375,4.580078,9.13884,0.521317,-0.343613,0.422638,-34.6237,-35.4599,-23.9822,26.881195,88.8045,125.5212,NaN,0.0,25.728,,19 / 31,291513,2021-06-14 12:05:28:015
-1.651398,4.326294,10.249756,0.05162,0.264923,0.494202,-30.9296,-34.4864,-31.601,26.881195,88.8045,125.5212,NaN,0.0,25.728,,19 / 31,292013,2021-06-14 12:05:28:515
-1.258743,4.455582,7.869919,0.135605,0.583435,0.603561,-38.8473,-22.7158,-35.9589,26.881195,88.8045,125.5212,NaN,0.0,25.728,,19 / 31,292513,2021-06-14 12:05:29:015
-1.450287,3.435639,7.87471,0.431839,-0.146271,-0.255844,-40.1657,-26.0895,-28.0319,26.881195,88.8045,125.5212,NaN,0.0,25.728,,19 / 31,293012,2021-06-14 12:05:29:514
-1.158188,5.863373,9.143631,-0.297516,0.344543,0.690018,-40.9576,-18.631,-32.4524,26.881195,88.8045,125.5212,NaN,0.0,25.728,,19 / 31,293512,2021-06-14 12:05:30:014
-0.104736,4.029404,6.797318,-0.461212,2.296555,0.002396,-33.5724,-9.2239,-48.4283,26.881195,88.8045,125.5212,NaN,0.0,25.728,,19 / 31,294013,2021-06-14 12:05:30:515
-6.257843,6.069275,6.969696,0.096634,1.26857,0.436142,-5.8701,-6.2592,-65.3564,26.881195,88.8045,125.5212,NaN,0.0,25.728,,19 / 31,294512,2021-06-14 12:05:31:014
-1.330566,3.38298,8.214691,-0.657043,-0.026337,0.514526,-20.9137,20.8954,-52.7664,26.881195,88.8045,125.5212,NaN,0.0,25.728,,19 / 31,295013,2021-06-14 12:05:31:515
-1.732803,2.458817,7.65445,-0.067947,0.316406,0.470673,-6.6666,22.8607,-56.1783,26.881195,88.8045,125.5212,NaN,0.0,25.728,,18 / 31,295512,2021-06-14 12:05:32:014
-0.607513,3.157913,9.756546,0.258194,-0.561111,0.005508,6.2607,26.9882,-50.563,26.881195,88.8045,125.5212,NaN,0.0,25.728,,18 / 31,296013,2021-06-14 12:05:32:515
1.207291,3.38298,7.386292,0.001205,-1.001327,-0.200974,-4.2923,23.3475,-54.3274,26.881195,88.8045,125.5212,NaN,0.0,25.728,,18 / 31,296512,2021-06-14 12:05:33:014
1.489807,4.043778,7.802887,-0.088821,0.682144,-0.011993,-7.457,15.8783,-55.1514,26.881195,88.8045,125.5212,NaN,0.0,25.728,,18 / 31,297013,2021-06-14 12:05:33:515
1.595139,5.566483,8.70311,-0.2724,-0.323639,-0.05069,-5.0827,16.8472,-55.4062,26.881195,88.8045,125.5212,NaN,0.0,25.728,,18 / 31,297512,2021-06-14 12:05:34:014
2.691696,4.833863,6.912247,0.457397,-0.092392,-0.082657,-6.1386,15.6418,-55.3879,26.881195,88.8045,125.5212,NaN,0.0,25.728,,18 / 31,298012,2021-06-14 12:05:34:514
-0.056854,5.690979,9.756546,0.765884,0.316681,0.335464,3.3615,9.8923,-60.8719,26.881195,88.8045,125.5212,NaN,0.0,25.728,,17 / 31,298512,2021-06-14 12:05:35:014
-2.168533,6.275162,6.873932,0.301697,-0.218536,0.390686,11.2762,7.0251,-61.0397,26.881195,88.8045,125.5212,NaN,0.0,25.728,,17 / 31,299012,2021-06-14 12:05:35:514
0.642258,4.78598,7.333618,-0.686249,-0.007263,-0.910095,-0.0702,14.4547,-58.1818,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,299514,2021-06-14 12:05:36:016
0.905609,3.971954,9.306442,-0.068939,-0.015244,0.407471,1.2497,17.3462,-56.4102,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,300012,2021-06-14 12:05:36:514
0.431564,5.097229,8.602539,-0.130096,0.38147,0.369644,5.4703,20.0058,-56.1172,26.881195,88.8045,125.5212,NaN,0.0,25.728,,14 / 31,300513,2021-06-14 12:05:37:015
0.508179,3.699005,8.334397,-0.021881,-0.097443,0.16449,2.3041,16.8686,-57.6645,26.881195,88.8045,125.5212,NaN,0.0,25.728,,14 / 31,301012,2021-06-14 12:05:37:514
-1.359299,5.374954,8.803665,-0.014236,0.178192,0.127914,5.4703,15.9149,-56.4468,26.881195,88.8045,125.5212,NaN,0.0,25.728,,14 / 31,301513,2021-06-14 12:05:38:015
-0.799057,4.350235,7.343201,-0.166229,0.334427,0.040298,14.1785,9.6817,-55.4077,26.881195,88.8045,125.5212,NaN,0.0,25.728,,14 / 31,302013,2021-06-14 12:05:38:515
-0.248398,3.732529,9.210678,0.397308,-0.602203,-0.297028,8.3725,17.366,-54.158,26.881195,88.8045,125.5212,NaN,0.0,25.728,,14 / 31,302514,2021-06-14 12:05:39:016
-0.981018,4.838654,8.818024,-0.504883,0.125732,-0.493134,-0.8621,22.3953,-52.5574,26.881195,88.8045,125.5212,NaN,0.0,25.728,,14 / 31,303012,2021-06-14 12:05:39:514
0.172989,3.507477,10.158783,0.255539,-0.563141,0.255569,-4.0283,21.1823,-55.4382,26.881195,88.8045,125.5212,NaN,0.0,25.728,,14 / 31,303513,2021-06-14 12:05:40:015
-0.104736,4.297562,9.881042,-0.243546,-0.464783,-0.555618,-15.6357,15.8554,-47.9675,26.881195,88.8045,125.5212,NaN,0.0,25.728,,14 / 31,304012,2021-06-14 12:05:40:514
0.469864,5.695771,7.664017,-0.164093,0.091904,-0.206833,-22.4945,14.6332,-45.9213,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,304513,2021-06-14 12:05:41:015
-1.024109,4.829071,7.903443,-0.734283,1.204834,-0.309814,-14.0518,9.8434,-53.27,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,305012,2021-06-14 12:05:41:514
-1.512527,4.484314,11.695862,-0.513062,-0.381958,0.269959,-9.3048,17.0761,-52.6352,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 31,305513,2021-06-14 12:05:42:015
-4.735122,7.850556,5.614578,0.584793,0.522797,-0.845642,-4.2877,-3.8483,-58.9004,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 31,306013,2021-06-14 12:05:42:515
-3.073547,3.651123,8.353546,0.172882,0.02124,0.535294,-16.6901,10.5576,-53.8483,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 31,306513,2021-06-14 12:05:43:015
-2.25473,3.10524,9.47403,0.138351,-0.16713,-0.203384,-8.7769,22.6135,-49.9237,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 31,307013,2021-06-14 12:05:43:515
-1.565201,4.211365,9.550644,-0.252426,-0.63443,0.057709,-16.1636,18.7424,-52.5909,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 31,307513,2021-06-14 12:05:44:015
-1.87645,3.052567,9.014343,0.007767,0.502213,0.626907,-13.5254,19.2307,-52.7191,26.881195,88.8045,125.5212,NaN,0.0,25.728,,16 / 31,308014,2021-06-14 12:05:44:516
-1.632233,4.857804,9.028717,0.185577,0.009079,0.04332,-4.8187,17.8116,-56.5323,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,308512,2021-06-14 12:05:45:014
-1.507736,3.564926,9.349533,-0.158051,-0.050934,-0.079269,-8.2489,13.2294,-55.8594,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,309013,2021-06-14 12:05:45:515
-0.387253,4.163483,9.785278,0.028015,0.014496,-0.397079,-6.1371,12.9944,-55.9586,26.881195,88.8045,125.5212,NaN,0.0,25.728,,15 / 31,309513,2021-06-14 12:05:46:015
